"wf_unit","survey_id","wf_item_id","survey_response_score"
34,15520,4,5
2,12186,2,2
18,10264,5,2
23,11654,3,5
7,11793,8,4
9,10972,5,4
24,11828,8,4
30,10106,7,5
43,11121,4,4
2,11629,7,4
13,10651,8,4
20,11002,10,4
41,11582,8,5
6,10186,9,5
35,10408,5,4
16,11919,6,3
18,11705,2,5
49,17009,3,4
2,10331,2,3
20,10575,4,3
30,12060,8,5
24,11828,9,4
40,12240,8,5
22,11015,8,4
52,10848,6,4
7,10158,5,4
7,10159,3,5
4,10306,3,4
4,10298,9,5
22,15149,4,5
24,11829,5,4
22,10381,7,5
43,11121,5,5
36,11298,2,2
20,11672,4,3
9,11804,7,2
12,11747,9,4
23,11718,1,4
20,10703,4,4
22,10381,10,5
12,10986,4,4
52,12318,8,5
42,10016,7,4
41,10447,9,4
51,11152,9,4
17,10121,8,4
21,12152,5,4
37,12236,4,5
13,10060,2,3
6,12209,9,5
23,11416,9,5
12,10988,10,4
4,11787,6,4
9,10587,8,5
20,10380,3,4
2,11628,4,4
37,12236,8,5
46,11420,2,4
23,11722,7,4
46,11186,6,5
7,11885,3,5
16,11909,1,2
6,10276,2,4
16,12166,3,2
19,15807,3,2
51,11244,5,4
14,11887,9,5
48,12287,6,3
52,10743,5,5
23,10078,3,4
13,10515,5,4
6,10054,10,4
20,10704,2,4
22,10500,5,4
23,10724,1,2
22,11341,2,4
41,15598,4,4
15,16396,4,4
24,11352,9,4
36,10642,9,4
20,10705,5,4
55,10759,6,3
28,10369,7,4
8,12223,7,3
24,10599,2,5
13,12194,4,2
24,10521,9,2
21,12152,8,4
25,11256,4,3
36,11298,4,4
16,12217,5,4
16,11911,7,4
41,11204,7,4
12,10003,2,5
43,11326,7,4
4,12053,4,4
10,11769,7,5
16,10351,6,4
51,11537,3,4
24,10319,4,5
24,11443,7,4
52,11522,7,4
9,10947,8,4
52,11521,3,5
49,11538,3,5
9,10973,9,3
43,11121,9,2
33,10403,9,3
39,11577,6,4
40,10416,3,4
29,10882,8,5
25,11842,9,5
6,12210,7,5
35,10719,9,4
55,11482,5,4
16,10087,4,2
9,10947,5,4
41,14719,4,5
25,10114,5,4
33,10394,5,4
7,11795,5,5
54,11168,6,5
53,14068,4,4
7,11886,10,4
35,12095,5,4
10,16350,3,3
13,11878,5,5
16,10091,6,4
20,11710,9,4
12,11775,8,4
20,10704,4,3
47,12301,3,4
48,12287,3,5
53,10751,9,3
28,10629,10,3
7,11956,4,3
1,15652,4,4
18,12138,4,4
11,11917,7,4
42,10817,4,1
4,10964,6,4
40,12241,7,4
24,12071,8,5
2,11633,6,1
24,10519,10,4
23,10389,4,5
23,11349,2,4
7,11758,7,4
12,10988,7,4
23,11348,10,4
30,11392,3,2
30,12060,5,4
23,11413,5,4
16,10351,4,4
36,10643,2,4
53,10879,9,3
16,12804,4,4
6,12210,3,4
18,11465,10,4
42,12385,3,4
5,10294,8,4
24,11355,10,4
17,11463,4,4
24,11596,3,4
7,11886,6,2
23,10283,5,3
30,11739,3,5
49,11240,7,3
36,12101,6,4
7,12044,6,3
53,14420,3,5
7,12041,3,4
38,10731,7,4
2,12697,4,5
24,14365,3,4
26,11847,5,4
6,10278,8,5
40,12110,5,4
39,10444,4,5
20,15825,3,4
41,12260,7,5
52,11453,10,4
24,10289,5,5
13,12149,3,5
20,10058,10,5
46,10469,4,4
41,12259,8,5
4,11642,8,4
15,15766,3,5
12,11810,4,4
36,10412,6,4
4,10182,5,4
49,11538,8,4
41,10420,10,4
17,11449,2,4
10,11743,2,4
31,10774,5,4
7,10204,5,4
24,10597,5,4
20,10574,2,1
33,10403,5,5
36,10442,6,3
27,10025,4,5
6,11953,6,5
36,10782,4,4
19,15260,3,5
43,10044,2,3
29,16471,3,5
4,11661,5,4
13,11930,7,4
6,15959,4,4
12,11922,3,4
22,10381,8,4
10,11807,7,4
16,12157,1,4
20,10688,4,4
29,11279,8,4
24,10521,5,4
7,10313,2,1
44,11178,6,2
25,11041,3,3
35,10719,10,4
9,10961,9,4
40,10446,9,4
52,10489,7,4
39,10414,10,4
22,15196,3,4
4,11947,5,5
26,12755,3,4
9,11805,9,2
30,10846,5,4
16,10228,3,4
41,12242,3,5
13,10515,7,4
10,10034,6,4
24,10521,4,4
40,11202,2,5
3,10304,10,5
14,11685,9,4
51,11519,7,4
25,10201,4,5
4,15629,3,5
40,11833,8,4
51,11446,6,4
22,10382,7,4
7,12045,3,4
55,11074,1,3
24,11443,5,4
25,10113,8,5
22,11430,8,4
25,11310,6,4
43,10460,1,4
46,11419,9,4
46,10468,7,5
7,10205,4,5
9,11805,1,1
23,12169,6,4
15,11900,6,4
41,11619,1,5
30,12551,4,5
6,11952,5,4
35,11568,7,3
16,12157,7,4
41,12260,9,4
36,12255,8,4
46,11873,3,4
20,11003,6,3
7,10819,7,4
43,10461,3,4
34,14045,3,4
7,10818,1,4
12,11809,10,1
12,11923,3,4
46,11187,4,5
29,10374,4,4
51,10741,3,5
30,10770,5,4
41,12111,8,4
12,11922,10,3
25,10117,3,5
29,10908,10,3
52,11101,10,3
53,11044,4,4
23,11436,2,4
23,11652,10,5
6,10277,3,5
24,10519,9,4
43,10912,2,4
55,12330,6,4
2,10336,5,4
7,11794,7,3
10,11732,5,5
23,11346,8,5
7,10809,4,4
10,10034,5,4
25,11254,7,5
49,10484,2,4
41,10015,9,5
20,11709,2,4
43,10427,10,3
30,11392,5,3
25,11597,10,5
45,11509,2,5
40,10655,2,4
25,12280,2,4
18,10254,8,4
51,11519,2,4
24,12070,5,4
7,10177,3,5
10,10494,4,5
55,10661,5,4
22,11012,4,4
4,11658,7,4
36,10785,5,3
26,11847,4,4
47,11237,9,4
52,11201,9,4
24,11424,5,4
16,10136,6,4
45,10467,10,4
25,11843,3,5
22,16710,3,4
54,11169,8,4
47,11237,2,4
13,12193,4,3
27,11849,6,5
40,12240,7,5
23,12170,6,4
23,10285,2,4
18,10264,6,2
9,10170,8,5
9,10973,8,4
38,11576,2,3
13,11929,6,4
3,15626,4,5
20,11675,6,4
24,10110,9,4
46,12293,8,5
21,11427,2,4
29,11279,4,4
27,10605,8,3
41,11115,1,4
22,11030,10,4
12,11812,6,4
56,11042,6,4
6,10295,3,5
39,11301,5,4
7,12213,5,4
7,11757,4,4
2,11633,4,3
15,11688,8,4
42,10449,5,4
20,11469,3,4
12,10001,7,4
12,11745,6,5
36,10413,10,4
41,11585,8,4
7,10209,4,4
12,11997,7,4
42,10016,8,4
42,10017,4,4
20,11710,5,4
16,11447,9,5
23,10724,7,4
9,10587,1,1
8,12223,4,2
52,11092,6,3
39,10414,7,4
12,10546,6,4
39,11304,8,4
28,14882,3,5
43,11488,5,4
13,10646,5,4
24,11445,9,4
10,11994,3,3
36,11401,6,3
25,11843,9,5
15,11991,2,5
42,10817,8,3
25,11254,3,4
35,10874,8,4
33,10394,2,5
40,10655,6,4
13,11878,8,4
30,10771,9,3
6,10281,3,4
6,12210,6,4
2,12186,3,4
7,12040,9,4
26,11847,10,4
24,12277,7,4
16,10134,3,4
18,10569,10,5
17,12226,10,4
10,14253,4,5
28,16466,3,2
29,10374,3,5
16,10135,4,4
6,11790,6,4
30,11558,6,4
16,10245,9,5
17,12175,8,5
24,11828,4,5
4,10269,4,4
55,11482,2,4
24,11830,5,4
8,11799,10,4
16,12165,1,3
37,10011,9,4
1,13671,4,4
56,14437,4,4
35,11569,7,4
13,10944,3,5
11,10092,2,4
10,11769,3,4
46,10435,7,4
10,10067,9,4
51,11098,8,4
11,11996,8,4
55,11109,4,4
25,11842,5,5
30,14085,3,5
15,11690,9,4
25,13554,3,4
2,11781,7,4
12,12184,2,4
29,11876,3,5
30,10845,8,5
16,10246,9,4
7,12211,5,4
51,11244,8,4
18,11706,3,4
29,11387,3,4
52,10489,6,4
20,10690,8,4
23,13358,3,5
12,11772,9,4
52,12319,2,4
7,12044,3,4
15,12206,6,4
10,10948,6,3
30,10771,4,4
24,10111,10,4
7,11796,3,4
40,10415,10,5
52,10851,3,4
15,12342,10,4
12,11773,6,4
7,10160,6,4
12,11810,9,5
20,11676,10,2
20,11709,9,5
16,12215,1,4
52,12318,7,4
23,11032,9,4
7,12212,10,4
42,10422,7,5
26,10953,5,4
24,11252,8,4
4,11658,3,3
7,10316,10,4
39,10414,3,4
55,11064,7,3
33,12246,9,4
38,11601,3,3
20,10707,4,2
23,11415,9,4
36,12255,4,4
15,11689,4,4
13,10060,4,5
2,11781,8,4
36,11401,10,4
17,10121,1,3
40,11307,1,2
20,10688,3,5
6,10788,4,5
23,11415,2,4
53,14475,4,3
40,12239,6,4
23,11346,7,5
36,11401,5,4
13,12193,3,3
18,11466,7,4
29,10929,9,4
16,11919,9,4
40,14715,4,4
24,11443,3,4
35,10407,7,3
20,11002,3,4
49,13326,4,5
20,10704,10,3
41,10420,3,4
33,12246,7,4
25,11041,6,2
7,10316,5,5
7,10819,2,4
43,11326,3,4
16,10136,7,4
11,10092,8,5
48,12287,2,4
25,12074,5,5
13,10515,9,4
2,10686,10,3
18,11827,6,2
3,10304,2,4
10,10590,9,4
16,11919,7,4
31,12245,2,4
7,10317,4,4
16,12216,2,4
18,10363,7,4
22,11030,5,5
23,10283,6,4
10,11905,4,5
16,12012,1,3
9,10588,5,3
4,11642,3,4
2,10336,8,4
10,11967,9,3
14,10524,2,4
51,11537,4,4
37,10011,8,5
10,11769,10,5
10,11969,5,5
21,11427,3,5
35,10777,4,4
7,10160,5,4
23,11345,3,5
20,11674,5,3
41,11834,1,5
9,10199,10,4
29,11279,2,4
51,11152,5,4
16,10245,7,5
23,10284,6,2
39,10414,9,4
7,10317,8,4
25,11256,7,4
18,10264,4,1
4,11641,9,4
51,11223,7,3
40,12109,5,5
24,10110,10,4
23,10503,3,4
9,12742,3,3
46,11186,10,5
7,10323,10,4
4,10964,3,3
10,10950,9,4
41,10421,5,5
7,10209,1,2
7,12040,5,4
51,15404,4,4
7,10310,8,2
26,10954,8,4
16,10543,6,3
23,15198,4,5
23,11718,3,4
51,12306,4,5
16,11698,8,4
47,12135,3,5
30,16509,3,4
35,10873,10,3
21,11475,3,5
30,15878,3,3
20,10578,8,4
2,10687,8,4
43,11125,7,2
23,10720,2,4
35,12249,7,2
42,13152,4,1
17,11463,5,4
25,10528,3,3
33,16870,4,4
7,11884,10,4
19,11708,10,5
39,10787,2,3
36,11598,5,4
35,13795,3,4
23,11016,1,2
46,11872,10,4
7,11957,4,3
54,11058,9,4
43,11327,5,4
7,10157,4,4
23,11344,8,4
22,12163,4,4
43,10912,7,4
7,11758,3,4
29,12056,2,4
24,12274,4,5
10,10495,10,3
51,12315,7,3
49,11538,4,4
16,11908,2,4
24,13551,4,4
9,10586,10,4
43,10427,5,3
51,11243,10,3
40,12240,4,5
20,11334,9,4
13,11983,5,5
24,10595,4,5
7,10313,6,1
8,12224,6,4
41,11585,6,4
51,11151,7,4
35,12253,1,4
10,11768,10,4
56,11065,8,4
34,10404,3,5
22,10500,7,3
20,11709,7,4
18,10254,10,4
51,11245,2,3
30,10632,7,4
23,14337,4,5
4,11638,5,5
52,11522,8,4
24,12068,10,4
24,10318,8,4
25,11255,5,4
40,11609,6,5
12,10094,7,3
29,10907,3,3
7,10309,8,4
17,12167,10,4
13,10650,2,3
46,10469,7,3
25,10201,10,5
23,10282,5,4
43,11122,5,4
29,12056,6,4
17,11920,6,5
20,10056,6,4
51,10486,2,5
43,11124,2,4
4,12053,3,4
43,11126,7,4
23,10720,6,4
11,10092,6,4
18,11664,3,4
25,10113,3,5
46,11137,9,4
4,12054,5,5
12,11773,10,3
36,10643,5,4
46,12293,7,5
7,10158,3,4
30,11396,3,4
47,12302,10,5
20,10372,10,2
24,11828,3,5
23,11435,3,5
25,10049,4,5
6,11953,5,5
37,10011,2,4
46,10434,6,5
24,12276,4,5
41,16885,4,5
15,12342,2,2
17,11463,3,4
25,10115,6,5
8,10208,10,5
22,11012,10,4
41,11834,9,5
47,12302,7,5
52,17019,4,4
9,10972,6,2
16,10351,2,4
30,10708,5,5
20,11330,10,4
52,12319,8,4
24,12276,6,3
46,11419,7,4
51,11223,5,5
24,10519,2,4
46,14760,3,4
23,11655,4,5
13,10556,5,4
36,13642,4,3
45,10467,3,5
35,10777,1,2
6,12866,4,4
20,10576,3,4
22,12163,10,4
8,12720,3,5
24,11595,5,4
14,10524,3,4
16,12157,10,4
23,11654,2,5
12,10004,9,4
7,10160,7,4
56,11533,5,4
56,11042,2,4
11,11996,9,2
25,11311,5,5
24,11038,9,3
46,10469,5,5
43,11503,2,3
24,10292,10,4
35,10780,9,4
22,10715,9,4
24,10595,7,4
10,11768,5,4
22,11432,10,4
17,11463,8,4
25,11041,2,2
20,10152,5,4
33,12246,8,4
43,11125,8,2
28,10629,3,2
52,10487,9,4
6,11789,4,4
52,11100,7,2
6,15960,4,3
29,10931,2,4
49,11240,4,3
13,10651,2,4
18,10579,8,4
52,10850,9,3
46,10469,6,5
52,11094,9,4
41,11582,4,5
54,11089,9,4
17,11700,6,4
20,12146,5,4
41,14720,3,5
7,16269,4,5
6,10295,10,4
23,11034,2,4
51,17016,4,4
22,11715,3,5
53,17036,3,4
54,11089,2,4
13,11930,9,5
40,10814,9,4
4,11641,4,4
34,10635,3,5
33,10634,8,5
23,11414,1,2
24,12275,4,4
36,11299,9,4
23,12170,5,4
18,10569,6,5
48,11936,6,3
20,12147,10,5
55,11480,7,4
9,10972,9,2
20,11335,10,4
16,10543,2,4
30,10845,5,4
41,12260,10,5
7,11794,2,3
43,10427,3,1
25,12280,8,5
20,11003,5,3
35,10778,2,4
9,10947,10,4
24,11252,5,4
13,10647,2,4
28,16130,4,4
2,10687,3,3
53,17038,3,4
27,10023,10,4
8,11731,10,4
10,11733,8,5
43,11502,10,5
18,11706,8,4
12,11923,2,4
45,11135,4,4
29,10908,9,4
36,11299,7,4
54,10758,2,4
9,11806,10,3
12,11749,5,4
7,12043,4,3
40,10417,1,2
23,10722,10,4
24,10596,2,5
4,11642,9,4
6,10789,10,3
29,11386,10,3
36,11020,3,2
23,12172,9,4
24,12274,6,3
16,12215,6,3
45,11211,4,4
41,11618,4,4
7,10314,10,3
20,11330,2,3
21,10324,7,4
13,12194,8,2
10,11732,3,4
36,11402,8,5
23,10503,1,4
41,11203,1,3
9,10947,9,4
15,12205,5,5
5,10053,6,1
52,11524,7,4
22,11014,5,4
13,10060,5,5
23,15150,3,5
43,11487,5,4
43,11326,2,3
10,11913,3,4
38,11023,8,4
23,10502,7,4
23,11033,3,5
41,11618,1,4
17,12806,4,5
15,16339,4,5
23,10722,5,4
31,10384,6,3
16,10350,7,4
19,11708,8,5
16,10135,8,4
12,11773,4,3
15,11690,2,4
24,11353,9,4
53,13868,4,3
15,11689,10,4
36,10411,10,4
47,16974,4,4
20,10058,8,4
28,10629,4,2
46,11137,5,4
31,10774,10,4
12,12140,10,4
24,10598,10,3
43,10461,1,4
16,10350,6,4
34,11290,7,4
23,11434,10,4
16,11696,9,5
10,10950,10,3
43,11123,4,3
55,11064,5,3
15,11898,5,5
4,11750,6,3
36,12100,7,4
9,10588,7,2
43,11855,2,5
29,10907,7,4
10,11912,5,4
54,11168,2,5
12,10505,4,4
24,10108,7,2
35,11570,5,4
22,11009,6,4
19,15716,3,4
46,10435,10,4
37,12236,5,5
10,12231,10,3
36,10411,8,4
7,10820,10,5
6,10295,8,5
30,11393,2,3
18,11704,3,4
25,10113,2,5
51,11943,8,4
42,10449,3,4
9,10199,2,4
52,10850,6,2
22,11009,10,4
43,11122,9,4
9,10961,8,4
10,11994,7,3
16,10544,7,4
15,10224,6,4
24,11424,4,4
54,12328,7,4
30,14084,3,4
24,10518,8,5
40,11833,3,4
23,10502,1,2
35,11569,6,3
52,11077,5,4
27,10605,10,3
12,10498,10,4
40,12110,3,3
31,10633,7,4
6,10276,7,5
55,11108,4,5
2,12186,8,2
24,10110,3,4
30,10844,9,2
43,14122,3,4
23,10078,5,4
30,11396,2,4
54,10758,10,2
50,11941,8,2
20,10373,8,2
53,14378,4,4
9,10973,6,4
24,11352,2,3
35,10156,5,4
7,12220,2,5
10,12231,9,3
20,10689,9,4
13,10649,10,4
10,10034,7,4
16,11910,1,2
4,12196,2,4
25,10049,7,5
7,10315,6,5
20,10575,9,4
18,12020,2,4
12,11975,5,4
16,12166,1,1
40,10014,4,5
9,10171,7,4
20,10153,10,4
42,10422,8,5
16,10544,1,2
4,11970,3,2
32,10711,7,2
22,10381,6,2
36,11598,2,4
23,11721,3,4
20,11329,3,4
15,10533,7,3
6,10788,9,5
13,10059,5,4
56,11042,7,5
28,10629,7,5
7,10315,4,3
41,10418,8,4
43,11123,5,4
47,10481,8,5
7,10210,2,4
11,10092,7,5
23,11345,6,4
41,10816,1,5
35,10779,5,4
35,11292,5,3
20,10373,9,3
25,10322,5,4
55,11482,1,3
22,11407,9,3
9,10586,6,4
35,10405,7,4
6,10788,2,5
36,10413,4,5
7,12220,1,5
53,14642,3,5
23,11349,5,4
9,11904,7,4
41,11115,3,4
30,12087,2,5
12,10505,3,4
30,11393,4,5
36,11599,5,5
54,11168,5,5
29,11555,6,4
20,11333,6,4
36,11592,9,5
38,11602,2,4
16,10544,10,3
10,11768,2,4
51,11446,4,4
8,11764,7,4
19,16659,4,4
34,11566,3,4
4,10981,2,4
20,10690,2,4
10,11913,4,4
6,11952,10,4
10,10495,4,3
29,15105,3,4
22,11014,6,3
23,11655,1,4
10,11905,5,5
41,12111,6,4
46,12294,7,5
25,11840,6,4
6,11982,3,5
23,11346,10,5
35,11570,1,4
30,11394,8,4
52,11067,6,1
24,10518,9,4
40,11609,8,5
38,11300,6,3
7,12045,9,4
24,12561,3,5
40,12110,6,4
38,11601,6,4
23,11413,2,4
13,10514,5,4
55,11109,3,4
17,11450,10,4
10,10495,8,4
4,11661,7,3
9,10170,9,5
23,11416,7,4
7,10820,2,5
35,12096,6,4
16,11698,1,1
23,11415,1,4
41,11205,10,4
53,14408,3,5
24,11444,10,4
53,14642,4,4
36,11402,4,5
30,10771,3,5
41,12257,1,4
40,15539,3,3
43,11501,3,4
12,11774,5,4
16,10248,1,3
25,10114,8,3
36,12255,2,3
10,10067,10,4
7,12041,4,4
51,11520,5,4
22,10382,2,4
43,10462,4,3
10,12707,4,5
41,11619,8,5
35,10719,2,4
51,11944,4,3
9,10973,7,4
4,10981,8,4
55,11480,3,5
23,11721,6,4
7,10177,2,4
46,11872,6,4
28,10369,10,3
35,11569,5,4
24,16916,3,3
17,11451,7,5
8,10941,8,5
41,10419,9,3
22,12163,2,4
40,12240,10,5
36,11592,8,5
13,12193,8,4
7,11886,5,4
12,11774,8,4
3,10304,4,5
20,10057,2,4
24,11830,9,2
36,10784,6,4
10,11915,2,4
52,10489,2,3
3,10304,3,5
25,12073,10,4
41,13243,4,2
41,10421,6,4
51,11944,8,4
9,11804,4,4
25,11041,5,2
18,11466,4,4
12,11922,8,4
4,10298,5,4
52,11521,10,5
51,11151,9,4
35,12250,1,4
23,11349,9,4
12,10548,3,4
13,11984,9,4
4,10269,3,3
23,11016,8,4
51,11243,5,4
5,10294,3,5
4,10270,9,4
22,11432,5,4
23,12172,8,4
9,11806,4,4
24,10292,5,4
32,11399,9,4
25,10200,2,4
35,11567,1,3
30,10770,3,3
36,13799,4,5
41,10015,10,5
43,11483,9,4
17,11921,8,4
24,12273,7,4
24,12275,3,4
17,11449,1,3
22,11342,2,4
51,11537,7,4
49,11534,10,4
35,12253,10,5
24,10519,8,4
18,10254,4,4
51,10837,8,4
4,11638,10,4
6,10971,2,4
12,11976,9,4
30,11286,5,4
24,12070,8,5
24,12278,3,4
18,11704,6,5
56,11533,3,5
24,11595,8,4
13,11978,4,4
16,10245,3,5
7,10317,6,4
23,11036,1,4
36,10442,3,4
4,11638,2,4
4,10271,3,4
13,11879,9,4
38,11602,9,2
16,11698,10,4
12,10190,9,4
26,10019,2,5
13,11879,2,4
20,11673,3,4
4,11964,10,4
13,12001,9,3
25,10321,8,4
24,12876,3,3
35,12094,3,3
55,12330,7,4
20,10490,2,3
41,11205,8,4
55,11074,8,3
25,10117,2,4
39,10787,8,4
23,11033,7,5
53,11045,5,4
41,13150,4,5
13,10944,6,4
23,11719,6,3
35,11567,7,3
15,11689,6,5
24,12070,2,5
6,10185,2,4
43,15335,4,2
46,10916,4,4
51,11944,2,4
15,13411,4,4
47,12302,5,5
18,12138,5,5
23,11653,3,4
49,16981,4,5
52,11094,4,5
33,10403,2,4
35,10408,2,4
6,10307,5,4
31,12245,9,4
30,10844,3,4
30,11558,9,4
9,10584,10,3
22,11011,8,5
27,10605,5,3
13,11930,6,4
37,11022,8,5
52,11093,4,4
20,11673,9,4
29,11387,9,5
20,10153,8,5
53,15422,4,4
2,11628,5,4
23,12173,4,5
12,11976,4,5
45,10467,4,5
36,11599,6,5
16,10245,10,5
43,11503,10,4
34,11565,10,5
35,10407,8,4
15,12342,5,4
36,16883,4,4
41,11585,4,4
19,15717,3,5
4,10297,7,4
22,10387,3,4
43,11124,8,4
25,11839,3,4
24,10596,10,3
39,11301,3,4
20,10073,4,4
16,11447,8,5
42,10450,3,4
10,11967,4,4
23,10503,8,4
53,13866,3,4
22,11012,2,4
52,10743,7,5
2,10686,4,3
41,11584,2,4
16,10089,7,4
15,11689,7,4
29,10882,9,4
23,10284,5,5
42,10422,3,5
15,12206,10,4
13,10516,8,4
18,11466,9,4
51,11099,3,3
24,10108,10,4
41,10015,2,5
7,10205,9,5
15,11898,8,4
16,12218,5,3
7,10809,3,4
10,11912,7,4
43,14122,4,4
27,10023,7,4
7,10157,1,1
16,16805,4,3
7,10313,5,2
23,11414,2,4
23,11719,1,3
23,11347,1,2
12,10987,5,5
53,14645,4,3
54,12329,3,5
27,10024,6,4
7,10317,1,4
23,10502,8,4
36,10413,9,4
24,11444,9,4
6,10185,3,4
36,11298,3,4
20,11335,6,4
23,11345,9,5
30,10846,3,3
30,10105,5,4
13,11928,7,4
4,11659,10,4
10,10950,4,3
6,10804,8,5
6,11982,6,4
35,10409,4,4
16,10229,4,4
51,10741,6,5
12,11745,2,4
20,10055,9,3
47,12302,6,5
34,10404,10,4
16,10543,5,4
52,11077,4,4
9,10961,10,4
52,11093,8,3
10,11767,10,2
23,10285,6,4
34,11565,9,4
46,11873,4,4
51,10837,3,3
35,14919,4,4
42,11586,4,5
43,10911,9,5
9,11902,5,4
6,11953,4,5
44,11505,10,4
10,10174,8,4
53,11163,5,4
56,11533,8,4
10,11995,10,4
35,10156,9,4
42,10817,6,4
9,11804,8,4
8,10179,2,4
34,10635,2,4
7,10316,8,5
17,11451,3,4
23,13781,4,4
36,10642,6,3
13,12192,9,4
22,11031,10,4
27,10025,7,4
25,12285,10,4
53,14491,4,4
4,11750,3,4
43,10427,8,4
40,10653,10,4
35,11572,2,2
10,11912,8,4
13,11816,8,4
23,11032,3,4
28,10881,9,4
34,10872,9,4
43,10912,3,5
41,11582,7,5
13,12193,7,4
4,11947,7,5
24,10111,8,5
55,11046,3,3
16,10089,4,4
20,10490,5,4
10,11807,6,3
25,10322,9,4
24,13552,3,4
15,10560,7,4
16,12010,10,4
6,12210,9,4
12,10212,5,4
9,12229,5,4
8,11799,9,4
6,10054,8,4
35,11572,1,1
23,11416,10,4
6,10185,5,4
13,10553,5,5
40,12109,10,3
10,11912,9,5
29,11386,9,4
4,11970,9,4
20,11329,10,4
42,11586,6,4
2,11630,5,5
41,12112,3,3
43,11486,6,2
8,12223,2,3
24,12273,8,4
47,10482,9,5
54,10758,3,3
36,10411,9,2
25,11256,8,3
43,12124,8,3
35,12252,5,4
13,11928,4,5
12,10505,6,4
23,11034,3,4
16,12217,3,4
7,12220,9,5
36,11592,5,5
16,10351,9,3
46,11419,2,4
56,11055,8,5
36,10783,8,5
15,11688,9,4
24,12068,4,4
25,14368,4,5
4,11947,9,4
40,11305,9,4
4,10270,6,5
18,10264,9,3
54,11058,7,4
20,10578,9,4
35,10636,3,3
54,14500,4,4
12,10546,4,4
40,10653,9,1
14,11887,6,4
29,10698,5,3
6,11982,2,4
4,10271,8,4
16,11695,3,4
25,11838,8,5
35,16534,3,5
9,10588,10,3
29,11876,4,5
23,10723,8,4
30,11394,3,2
30,10379,10,4
13,11816,6,3
30,12244,3,3
20,10577,6,3
35,10875,10,4
25,10522,7,4
42,10817,5,4
25,10117,8,4
35,10156,3,4
19,15260,4,5
40,10415,6,5
22,11015,5,3
9,10171,10,4
5,10053,2,2
46,10435,5,4
6,12210,5,5
35,11572,3,4
24,10597,7,2
41,10448,6,3
30,10104,2,5
43,11485,7,4
16,11911,5,4
10,11969,3,5
53,10879,4,4
37,11022,3,5
23,11347,2,4
43,11501,4,4
23,11720,9,2
43,10427,2,4
24,11424,10,4
22,11011,9,4
16,12801,3,4
51,11537,5,4
20,10380,10,4
23,11720,1,2
29,11555,10,5
41,10419,3,4
55,11046,1,3
13,10649,9,5
24,11352,10,4
4,10964,8,4
20,11674,4,4
28,10881,5,4
34,10155,9,4
23,11344,2,4
16,11919,10,4
25,12285,4,3
54,11089,6,2
8,11799,4,4
20,10151,8,4
24,11251,3,4
14,11887,8,4
12,10191,10,4
34,11290,10,5
24,10595,8,5
11,11917,8,4
16,11447,6,5
24,11595,3,5
24,11596,9,4
52,10849,7,4
9,11765,6,4
10,11913,5,5
41,10420,9,4
8,11896,2,3
52,15450,3,4
35,13796,4,4
41,13960,4,4
8,11764,8,5
2,10165,8,4
4,10306,5,4
49,12310,4,4
5,12693,3,4
47,10482,4,5
52,11453,2,5
14,11887,7,4
2,11633,2,2
24,11356,2,4
10,10952,6,5
42,10450,8,4
24,11444,7,4
30,11740,9,4
2,10671,7,4
17,12175,9,4
13,10060,7,4
49,15442,3,2
6,10788,6,5
7,11793,6,4
42,10016,4,3
24,12275,9,5
24,11353,6,5
9,12229,6,3
21,11428,4,5
43,11483,6,4
23,11437,8,4
29,12056,7,4
8,13947,4,4
28,16132,4,4
29,10882,7,4
46,12129,7,4
37,11022,5,5
22,11015,10,3
20,14316,4,4
35,13795,4,4
36,13915,4,5
16,10246,3,4
38,11300,2,4
9,11901,6,3
55,11063,2,5
20,11003,3,5
22,11407,5,4
35,11570,8,4
29,11279,6,3
12,10547,2,4
41,10418,6,3
20,10703,10,3
24,10320,10,4
54,11062,4,4
13,10059,8,4
2,11629,8,5
18,10579,6,2
25,12285,3,3
9,10583,6,4
35,10989,3,4
49,14779,3,4
25,11254,4,5
40,10814,1,4
22,11011,4,4
7,10809,1,3
23,11652,3,5
35,16533,4,2
4,16761,3,4
30,10106,10,5
27,10605,9,3
43,12124,1,1
53,11072,4,3
31,10633,10,4
10,11732,9,4
12,11923,8,4
6,10312,5,4
6,10805,7,4
24,10292,9,4
8,12224,8,4
51,11243,2,5
4,10269,6,2
23,11036,10,4
24,11442,9,4
52,12319,4,4
23,10285,3,4
51,11245,8,3
46,10434,4,5
12,10497,4,5
12,11811,2,5
10,11913,2,5
11,12535,4,4
4,11636,2,4
13,11878,3,4
12,11811,7,5
52,11076,3,4
4,11636,7,4
7,10205,2,5
16,12012,10,4
22,11651,10,4
15,10560,9,4
4,11641,8,4
42,11621,10,3
41,12259,10,5
51,12315,6,3
52,10848,10,4
51,10837,4,4
25,11843,6,5
25,10523,10,4
16,10544,5,3
26,10954,2,5
24,12071,3,5
36,11401,4,4
20,10056,7,4
53,10751,10,4
23,11034,9,3
23,10283,1,4
2,11633,9,2
44,11505,7,4
23,10389,9,4
35,12096,4,4
53,14474,3,4
17,12174,3,4
6,10312,6,4
13,16667,3,5
52,11226,6,5
46,11875,10,5
43,11488,9,3
36,13915,3,5
2,11960,5,2
4,10182,9,4
2,10686,6,4
41,11619,9,5
35,12252,1,5
55,11108,5,4
53,11045,4,3
49,15396,4,5
43,11488,8,3
